id,createTime,createDate,serviceFirstTime,serviceFirstDate,serviceLastTime,serviceLastDate,serviceUnitTime,x,y
32,1662306000,2022/9/4 23:40,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,3837,-4170
33,1662308700,2022/9/5 0:25,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,120,-11922,-1496
34,1662309900,2022/9/5 0:45,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,120,-17577,-12697
35,1662337500,2022/9/5 8:25,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,19069,-5987
36,1662341100,2022/9/5 9:25,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,90,-15478,-27171
37,1662341700,2022/9/5 9:35,1662800400,2022/9/10 17:00,1662804000,2022/9/10 18:00,90,-16711,-7162
38,1662352200,2022/9/5 12:30,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,120,3111,-7287
39,1662354900,2022/9/5 13:15,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,17836,-9190
40,1662356700,2022/9/5 13:45,1662804000,2022/9/10 18:00,1662807600,2022/9/10 19:00,60,-3712,-18471
41,1662357000,2022/9/5 13:50,1662800400,2022/9/10 17:00,1662804000,2022/9/10 18:00,90,20906,-7931
42,1662358200,2022/9/5 14:10,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,120,7219,-12688
43,1662361800,2022/9/5 15:10,1662793200,2022/9/10 15:00,1662807600,2022/9/10 19:00,60,4122,-6269
44,1662362400,2022/9/5 15:20,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,120,5821,-5049
45,1662363900,2022/9/5 15:45,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,3968,-5220
46,1662370200,2022/9/5 17:30,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,90,-3096,-3322
47,1662381000,2022/9/5 20:30,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,-15478,-27171
48,1662390900,2022/9/5 23:15,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,183,-17706
49,1662390900,2022/9/5 23:15,1662793200,2022/9/10 15:00,1662807600,2022/9/10 19:00,120,-2349,-23288
50,1662422700,2022/9/6 8:05,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,-3081,-39329
51,1662422700,2022/9/6 8:05,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,-3081,-39329
52,1662424200,2022/9/6 8:30,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,60,16652,3958
53,1662424800,2022/9/6 8:40,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,90,-6594,-3527
54,1662424800,2022/9/6 8:40,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,90,12196,5019
55,1662425100,2022/9/6 8:45,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,60,-8614,-1882
56,1662427200,2022/9/6 9:20,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,4638,-25360
57,1662427500,2022/9/6 9:25,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,13669,-18283
58,1662429900,2022/9/6 10:05,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,7063,-13554
59,1662430200,2022/9/6 10:10,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,90,3396,-18350
60,1662430800,2022/9/6 10:20,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,120,-2058,-19824
61,1662431700,2022/9/6 10:35,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,-7416,12140
62,1662432600,2022/9/6 10:50,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,90,-12404,-8523
63,1662435900,2022/9/6 11:45,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,60,-9562,-9720
64,1662438000,2022/9/6 12:20,1662793200,2022/9/10 15:00,1662807600,2022/9/10 19:00,90,5739,-10239
65,1662438000,2022/9/6 12:20,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,90,6660,-7637
66,1662438900,2022/9/6 12:35,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,90,-556,-6415
67,1662439200,2022/9/6 12:40,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-5077,-23394
68,1662439500,2022/9/6 12:45,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,-2681,-1214
69,1662442800,2022/9/6 13:40,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,120,-19046,4798
70,1662443100,2022/9/6 13:45,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,-1226,-1453
71,1662445200,2022/9/6 14:20,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,-3463,-2286
72,1662447000,2022/9/6 14:50,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,90,-15620,-31536
73,1662447600,2022/9/6 15:00,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,-6901,-12396
74,1662449400,2022/9/6 15:30,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,60,-6936,-18130
75,1662456000,2022/9/6 17:20,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,90,-2827,-879
76,1662456300,2022/9/6 17:25,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,60,-454,-17966
77,1662456300,2022/9/6 17:25,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,-8990,-27565
78,1662456300,2022/9/6 17:25,1662793200,2022/9/10 15:00,1662807600,2022/9/10 19:00,120,6192,-5990
79,1662458400,2022/9/6 18:00,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-3260,-3302
80,1662459600,2022/9/6 18:20,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,-5772,-16104
81,1662468300,2022/9/6 20:45,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-13526,-8593
82,1662470400,2022/9/6 21:20,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,60,4586,-5381
83,1662475200,2022/9/6 22:40,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,60,-15132,-4212
84,1662476700,2022/9/6 23:05,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,572,-4728
85,1662476700,2022/9/6 23:05,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,120,572,-4728
86,1662476700,2022/9/6 23:05,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,572,-4728
87,1662477000,2022/9/6 23:10,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,60,-1124,-15332
88,1662478200,2022/9/6 23:30,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-21392,-10350
89,1662506100,2022/9/7 7:15,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-15640,-3808
90,1662510900,2022/9/7 8:35,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,-19883,-7439
91,1662511800,2022/9/7 8:50,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,90,-3289,-1197
92,1662511800,2022/9/7 8:50,1662796800,2022/9/10 16:00,1662800400,2022/9/10 17:00,60,-3289,-1197
93,1662515400,2022/9/7 9:50,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,-11865,-18075
94,1662516000,2022/9/7 10:00,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,-11755,1087
95,1662516900,2022/9/7 10:15,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,60,-1356,-4832
96,1662518700,2022/9/7 10:45,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,3629,-8518
97,1662519600,2022/9/7 11:00,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,10846,-16361
98,1662521400,2022/9/7 11:30,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,-14069,-10469
99,1662522300,2022/9/7 11:45,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,5758,-3428
100,1662522300,2022/9/7 11:45,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,-20124,-5309
101,1662526800,2022/9/7 13:00,1662793200,2022/9/10 15:00,1662807600,2022/9/10 19:00,90,6566,-5186
102,1662526800,2022/9/7 13:00,1662782400,2022/9/10 12:00,1662793200,2022/9/10 15:00,90,-8805,-11457
103,1662528300,2022/9/7 13:25,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,90,24644,-13941
104,1662529200,2022/9/7 13:40,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,5914,2732
105,1662530100,2022/9/7 13:55,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,90,-2122,-9636
106,1662530700,2022/9/7 14:05,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,-1254,-34709
107,1662534000,2022/9/7 15:00,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-19640,-5538
108,1662536700,2022/9/7 15:45,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,60,18604,3150
109,1662537600,2022/9/7 16:00,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,60,-6069,-13407
110,1662537600,2022/9/7 16:00,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,9768,-26392
111,1662538500,2022/9/7 16:15,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,9660,-2564
112,1662538800,2022/9/7 16:20,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,60,-6085,-13290
113,1662540000,2022/9/7 16:40,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,-3341,-2508
114,1662540900,2022/9/7 16:55,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,90,-10657,-8929
115,1662543000,2022/9/7 17:30,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,90,-17589,-6581
116,1662543300,2022/9/7 17:35,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,120,7060,-4968
117,1662545100,2022/9/7 18:05,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,60,-369,19
118,1662546600,2022/9/7 18:30,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,120,9546,-21554
119,1662547500,2022/9/7 18:45,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,16287,1172
120,1662547800,2022/9/7 18:50,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,90,6477,-8615
121,1662548100,2022/9/7 18:55,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,60,-2128,-1950
122,1662548400,2022/9/7 19:00,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,3387,-36155
123,1662551100,2022/9/7 19:45,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,90,-3627,-10088
124,1662551100,2022/9/7 19:45,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,9789,-21245
125,1662551400,2022/9/7 19:50,1662800400,2022/9/10 17:00,1662804000,2022/9/10 18:00,90,5496,-18639
126,1662552000,2022/9/7 20:00,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,15152,7766
127,1662552900,2022/9/7 20:15,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,2064,-15054
128,1662553500,2022/9/7 20:25,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,60,-5051,-5998
129,1662556200,2022/9/7 21:10,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,120,3231,-36560
130,1662556800,2022/9/7 21:20,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,6761,-18920
131,1662558300,2022/9/7 21:45,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-1407,-5042
132,1662558600,2022/9/7 21:50,1662793200,2022/9/10 15:00,1662807600,2022/9/10 19:00,90,6453,-5117
133,1662558900,2022/9/7 21:55,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,90,6534,-17399
134,1662560100,2022/9/7 22:15,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,10717,-22256
135,1662560100,2022/9/7 22:15,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,396,-15905
136,1662562200,2022/9/7 22:50,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,60,6743,-3777
137,1662565500,2022/9/7 23:45,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,-2487,-38440
138,1662566400,2022/9/8 0:00,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,5133,-3723
139,1662576300,2022/9/8 2:45,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,90,-2456,-23589
140,1662578700,2022/9/8 3:25,1662796800,2022/9/10 16:00,1662800400,2022/9/10 17:00,120,-5045,5555
141,1662589500,2022/9/8 6:25,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,60,-8965,-7729
142,1662594900,2022/9/8 7:55,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,60,5756,-18720
143,1662597000,2022/9/8 8:30,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,90,-17338,-8233
144,1662598500,2022/9/8 8:55,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,60,-2290,-6766
145,1662599100,2022/9/8 9:05,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-8408,9030
146,1662599100,2022/9/8 9:05,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,90,-6502,-19514
147,1662599700,2022/9/8 9:15,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,90,-8684,-22768
148,1662600000,2022/9/8 9:20,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,90,2363,-22467
149,1662600600,2022/9/8 9:30,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,90,7033,-7143
150,1662601800,2022/9/8 9:50,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-6250,-12894
151,1662602400,2022/9/8 10:00,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,6059,-4532
152,1662602400,2022/9/8 10:00,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,120,10710,-27076
153,1662602700,2022/9/8 10:05,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,2146,-3007
154,1662604200,2022/9/8 10:30,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,-18748,-10748
155,1662605400,2022/9/8 10:50,1662793200,2022/9/10 15:00,1662807600,2022/9/10 19:00,60,7767,-5698
156,1662606000,2022/9/8 11:00,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,120,12909,10694
157,1662606000,2022/9/8 11:00,1662796800,2022/9/10 16:00,1662800400,2022/9/10 17:00,60,6980,-12596
158,1662606300,2022/9/8 11:05,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,-2880,-39468
159,1662606300,2022/9/8 11:05,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,90,-8997,-25159
160,1662606600,2022/9/8 11:10,1662782400,2022/9/10 12:00,1662793200,2022/9/10 15:00,60,21445,-9258
161,1662606900,2022/9/8 11:15,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,10833,3587
162,1662608400,2022/9/8 11:40,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,90,20577,9838
163,1662608700,2022/9/8 11:45,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,10317,1701
164,1662611100,2022/9/8 12:25,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,-8838,-9561
165,1662611700,2022/9/8 12:35,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,-461,-5245
166,1662611700,2022/9/8 12:35,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,60,-7118,-13755
167,1662612000,2022/9/8 12:40,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,14822,-15447
168,1662612000,2022/9/8 12:40,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,-15064,5125
169,1662612000,2022/9/8 12:40,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,90,-6690,-11467
170,1662612300,2022/9/8 12:45,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,4256,-17993
171,1662612300,2022/9/8 12:45,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,60,5289,-2920
172,1662612900,2022/9/8 12:55,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,11432,-24912
173,1662614400,2022/9/8 13:20,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,120,8470,-10331
174,1662614400,2022/9/8 13:20,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-7025,-2326
175,1662615300,2022/9/8 13:35,1662782400,2022/9/10 12:00,1662793200,2022/9/10 15:00,90,-10405,-24295
176,1662615600,2022/9/8 13:40,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,60,4955,-8577
177,1662615900,2022/9/8 13:45,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,60,6586,-14196
178,1662615900,2022/9/8 13:45,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,-196,-22699
179,1662616200,2022/9/8 13:50,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,19725,-16874
180,1662616500,2022/9/8 13:55,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,90,-16579,-7123
181,1662617400,2022/9/8 14:10,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,60,-11566,-1055
182,1662619200,2022/9/8 14:40,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,120,-310,-6556
183,1662619200,2022/9/8 14:40,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,120,20041,-17099
184,1662619200,2022/9/8 14:40,1662800400,2022/9/10 17:00,1662804000,2022/9/10 18:00,60,10494,-900
185,1662619500,2022/9/8 14:45,1662782400,2022/9/10 12:00,1662793200,2022/9/10 15:00,90,1923,-5444
186,1662619800,2022/9/8 14:50,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,60,-4695,-4717
187,1662619800,2022/9/8 14:50,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,-9444,6172
188,1662621900,2022/9/8 15:25,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,5624,376
189,1662621900,2022/9/8 15:25,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,-6784,16288
190,1662622500,2022/9/8 15:35,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-9444,6172
191,1662622500,2022/9/8 15:35,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,1681,-10329
192,1662622500,2022/9/8 15:35,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-7457,-25830
193,1662622500,2022/9/8 15:35,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,90,-3677,-13538
194,1662622500,2022/9/8 15:35,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,60,7280,-2670
195,1662622500,2022/9/8 15:35,1662793200,2022/9/10 15:00,1662807600,2022/9/10 19:00,60,20907,-8088
196,1662622800,2022/9/8 15:40,1662782400,2022/9/10 12:00,1662793200,2022/9/10 15:00,60,-9444,6172
197,1662622800,2022/9/8 15:40,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,13248,2594
198,1662623100,2022/9/8 15:45,1662800400,2022/9/10 17:00,1662804000,2022/9/10 18:00,90,8338,-8600
199,1662623400,2022/9/8 15:50,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,60,-3470,-4879
200,1662624600,2022/9/8 16:10,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,10720,-22246
201,1662624900,2022/9/8 16:15,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,60,6556,-9285
202,1662625800,2022/9/8 16:30,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,-17702,-31974
203,1662626400,2022/9/8 16:40,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,60,-1405,14410
204,1662627300,2022/9/8 16:55,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-8329,-15115
205,1662628200,2022/9/8 17:10,1662804000,2022/9/10 18:00,1662807600,2022/9/10 19:00,90,5739,-10239
206,1662628500,2022/9/8 17:15,1662782400,2022/9/10 12:00,1662793200,2022/9/10 15:00,90,18897,7050
207,1662629400,2022/9/8 17:30,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,90,2743,493
208,1662630300,2022/9/8 17:45,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,9412,-5844
209,1662630300,2022/9/8 17:45,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,6966,-8933
210,1662631800,2022/9/8 18:10,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,-16428,-7759
211,1662632100,2022/9/8 18:15,1662800400,2022/9/10 17:00,1662804000,2022/9/10 18:00,60,6453,-5117
212,1662633900,2022/9/8 18:45,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,600,-14582
213,1662633900,2022/9/8 18:45,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,60,-9022,-27615
214,1662634200,2022/9/8 18:50,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,90,-8897,-1671
215,1662635400,2022/9/8 19:10,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,90,9604,-24486
216,1662635400,2022/9/8 19:10,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,9237,-7361
217,1662635700,2022/9/8 19:15,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,90,-6195,17835
218,1662636300,2022/9/8 19:25,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,90,2948,-22392
219,1662636300,2022/9/8 19:25,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,3424,-17782
220,1662636600,2022/9/8 19:30,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,60,-3737,-23026
221,1662636900,2022/9/8 19:35,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,120,17353,-32170
222,1662637200,2022/9/8 19:40,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,-22885,5639
223,1662637500,2022/9/8 19:45,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,90,4903,-34899
224,1662637800,2022/9/8 19:50,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,90,-11623,-19270
225,1662637800,2022/9/8 19:50,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,90,4920,-10937
226,1662637800,2022/9/8 19:50,1662800400,2022/9/10 17:00,1662804000,2022/9/10 18:00,60,3114,-22154
227,1662637800,2022/9/8 19:50,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,9249,-13716
228,1662638400,2022/9/8 20:00,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,-1097,-18187
229,1662639300,2022/9/8 20:15,1662782400,2022/9/10 12:00,1662793200,2022/9/10 15:00,60,9649,-2555
230,1662639900,2022/9/8 20:25,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,120,-3999,-22110
231,1662640200,2022/9/8 20:30,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,-1734,-20977
232,1662640500,2022/9/8 20:35,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,90,739,-24086
233,1662640800,2022/9/8 20:40,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,120,-1774,-20503
